case_id,pool,legacy_path,prior_preview_label,wave003_bucket,reason_for_bucket,expected_effort,risk_flags,recommended_priority,notes
CONS_0021,CONS,cases/CONS/CONS_0021,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0022,CONS,cases/CONS/CONS_0022,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0023,CONS,cases/CONS/CONS_0023,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0025,CONS,cases/CONS/CONS_0025,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0026,CONS,cases/CONS/CONS_0026,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0027,CONS,cases/CONS/CONS_0027,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0028,CONS,cases/CONS/CONS_0028,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0029,CONS,cases/CONS/CONS_0029,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0030,CONS,cases/CONS/CONS_0030,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0032,CONS,cases/CONS/CONS_0032,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0033,CONS,cases/CONS/CONS_0033,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0035,CONS,cases/CONS/CONS_0035,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0038,CONS,cases/CONS/CONS_0038,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0039,CONS,cases/CONS/CONS_0039,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
CONS_0040,CONS,cases/CONS/CONS_0040,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0001,PORT,cases/PORT/PORT_0001,manual_review_required,wave_003_manual_review_required,Existing governance marks case for manual review; do not batch migrate without human resolution.,manual,missing_schema;checker;validation;runs,P3,core_assets_complete=False; governance_batch_group=wave D: longtail/complex/manual-review cases; no case_sets/denominator/report/result change authorized.
PORT_0006,PORT,cases/PORT/PORT_0006,proposed_staged_v0,wave_003_policy_approved_candidate,Complete source/positive/schema/checker core and wave-B sanitization profile; can reuse wave 002 archive-map/evidence_not_retained policies with fail-closed checks.,medium,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk,P1,core_assets_complete=True; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0007,PORT,cases/PORT/PORT_0007,orphan_or_unregistered_review,orphan_or_unregistered_review,Detected non-Common-core case lacks trusted registry/membership context; registry reconciliation required before package work.,manual,missing_runs;legacy_registry | detected_not_in_legacy_registry,P4,core_assets_complete=True; governance_batch_group=wave E: defer/exclude until registry reconciliation; no case_sets/denominator/report/result change authorized.
PORT_0009,PORT,cases/PORT/PORT_0009,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0010,PORT,cases/PORT/PORT_0010,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0011,PORT,cases/PORT/PORT_0011,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0014,PORT,cases/PORT/PORT_0014,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0015,PORT,cases/PORT/PORT_0015,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0016,PORT,cases/PORT/PORT_0016,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0017,PORT,cases/PORT/PORT_0017,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0018,PORT,cases/PORT/PORT_0018,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0019,PORT,cases/PORT/PORT_0019,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0020,PORT,cases/PORT/PORT_0020,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0021,PORT,cases/PORT/PORT_0021,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0023,PORT,cases/PORT/PORT_0023,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0026,PORT,cases/PORT/PORT_0026,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0027,PORT,cases/PORT/PORT_0027,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
PORT_0028,PORT,cases/PORT/PORT_0028,proposed_staged_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0001,LONGTAIL,cases/LONGTAIL/LONGTAIL_0001,manual_review_required,wave_003_manual_review_required,Existing governance marks case for manual review; do not batch migrate without human resolution.,manual,missing_schema;checker;validation;runs,P3,core_assets_complete=False; governance_batch_group=wave D: longtail/complex/manual-review cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0002,LONGTAIL,cases/LONGTAIL/LONGTAIL_0002,manual_review_required,wave_003_manual_review_required,Existing governance marks case for manual review; do not batch migrate without human resolution.,manual,missing_runs,P3,core_assets_complete=True; governance_batch_group=wave C: checker/hard-negative approval needed; no case_sets/denominator/report/result change authorized.
LONGTAIL_0003,LONGTAIL,cases/LONGTAIL/LONGTAIL_0003,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0004,LONGTAIL,cases/LONGTAIL/LONGTAIL_0004,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0005,LONGTAIL,cases/LONGTAIL/LONGTAIL_0005,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0006,LONGTAIL,cases/LONGTAIL/LONGTAIL_0006,orphan_or_unregistered_review,orphan_or_unregistered_review,Detected non-Common-core case lacks trusted registry/membership context; registry reconciliation required before package work.,manual,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker;runs;legacy_registry | detected_not_in_legacy_registry,P4,core_assets_complete=False; governance_batch_group=wave E: defer/exclude until registry reconciliation; no case_sets/denominator/report/result change authorized.
LONGTAIL_0007,LONGTAIL,cases/LONGTAIL/LONGTAIL_0007,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0008,LONGTAIL,cases/LONGTAIL/LONGTAIL_0008,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0009,LONGTAIL,cases/LONGTAIL/LONGTAIL_0009,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0010,LONGTAIL,cases/LONGTAIL/LONGTAIL_0010,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0014,LONGTAIL,cases/LONGTAIL/LONGTAIL_0014,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0015,LONGTAIL,cases/LONGTAIL/LONGTAIL_0015,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0016,LONGTAIL,cases/LONGTAIL/LONGTAIL_0016,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0017,LONGTAIL,cases/LONGTAIL/LONGTAIL_0017,orphan_or_unregistered_review,orphan_or_unregistered_review,Detected non-Common-core case lacks trusted registry/membership context; registry reconciliation required before package work.,manual,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker;runs;legacy_registry | detected_not_in_legacy_registry,P4,core_assets_complete=False; governance_batch_group=wave E: defer/exclude until registry reconciliation; no case_sets/denominator/report/result change authorized.
LONGTAIL_0018,LONGTAIL,cases/LONGTAIL/LONGTAIL_0018,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0019,LONGTAIL,cases/LONGTAIL/LONGTAIL_0019,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0020,LONGTAIL,cases/LONGTAIL/LONGTAIL_0020,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
LONGTAIL_0021,LONGTAIL,cases/LONGTAIL/LONGTAIL_0021,proposed_backlog_v0,wave_003_backlog_defer,Missing or weak core assets such as checker/schema/evidence require a separate review or package policy before migration.,manual_or_high,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker,P4,core_assets_complete=False; governance_batch_group=wave B: sanitization-needed cases; no case_sets/denominator/report/result change authorized.
