case_id,pool,engine,diagnostic_mode,candidate_generated,preflight_status,source_execution_status,candidate_execution_status,checker_status,exact_status,failure_bucket,source_like_status,notes
PERF_0082,PERF,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/job_imdb_perf0082_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0005,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0005_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['comparison_scope', 'empty_output_representation', 'field_separator', 'null_rendering', 'row_order']"
CONS_0007,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0007_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0009,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0009_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0010,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0010_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0011,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0011_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0012,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0012_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0024,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/calcite_core_sql_tests_cons0024_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0036,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/verieql_cons0036_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
CONS_0037,CONS,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/verieql_cons0037_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
PORT_0003,PORT,mysql,cross_dialect_reference,true,passed,source_execution_success,candidate_execution_failed,checker_not_enabled,not_exact_due_to_execution_failure,candidate_execution_failed,source_like,candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source reference SQL executed locally through PostgreSQL using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0003_v0/schema_profile.yaml; mysql target-candidate SQL execution failed
PORT_0004,PORT,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0004_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['normalize_decimal_strings', 'pool', 'row_order_sensitive', 'source', 'trim_trailing_whitespace']"
PORT_0005,PORT,mysql,cross_dialect_reference,true,passed,source_execution_success,candidate_execution_failed,checker_not_enabled,not_exact_due_to_execution_failure,candidate_execution_failed,source_like,candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source reference SQL executed locally through PostgreSQL using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0005_v0/schema_profile.yaml; mysql target-candidate SQL execution failed
PORT_0008,PORT,mysql,cross_dialect_reference,true,passed,source_execution_success,candidate_execution_failed,checker_not_enabled,not_exact_due_to_execution_failure,candidate_execution_failed,source_like,candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source reference SQL executed locally through PostgreSQL using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0008_v0/schema_profile.yaml; mysql target-candidate SQL execution failed
PORT_0012,PORT,mysql,cross_dialect_reference,true,passed,source_execution_success,candidate_execution_failed,checker_not_enabled,not_exact_due_to_execution_failure,candidate_execution_failed,source_like,candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source reference SQL executed locally through PostgreSQL using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0012_v0/schema_profile.yaml; mysql target-candidate SQL execution failed
PORT_0013,PORT,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0013_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['basis', 'normalization']"
PORT_0022,PORT,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0022_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['normalize_decimal_strings', 'pool', 'row_order_sensitive', 'source', 'trim_trailing_whitespace']"
PORT_0024,PORT,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0024_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['normalize_decimal_strings', 'pool', 'row_order_sensitive', 'source', 'trim_trailing_whitespace']"
PORT_0025,PORT,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/parrot_bird_port0025_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['normalize_decimal_strings', 'pool', 'row_order_sensitive', 'source', 'trim_trailing_whitespace']"
LONGTAIL_0011,LONGTAIL,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/sqlstorm_stackoverflow_longtail0011_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['claim_boundaries', 'db_validation_run', 'generated_summary_only', 'normalization_rules', 'pool', 'result_format']"
LONGTAIL_0012,LONGTAIL,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/sqlstorm_stackoverflow_longtail0012_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
LONGTAIL_0013,LONGTAIL,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/sqlstorm_stackoverflow_longtail0013_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
LONGTAIL_0022,LONGTAIL,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/stack_queries_longtail0022_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
LONGTAIL_0023,LONGTAIL,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/stack_queries_longtail0023_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
LONGTAIL_0024,LONGTAIL,mysql,same_engine,true,passed,source_execution_success,candidate_execution_success,checker_success,exact,none,source_like,"candidate captured from workspace candidate.sql; candidate preflight passed; parse status not checked; source and candidate SQL executed locally through mysql using explicit external schema profile /home/tianci_gao/code/Rewritebench_v0/schemas/stack_queries_longtail0024_v0/schema_profile.yaml; local checker exact match; unknown normalization keys recorded: ['evidence_policy', 'ignore_case_for_keywords', 'ignore_whitespace', 'negative', 'normalize_numeric_literals', 'pool', 'positive', 'preserve_semantic_operators', 'regeneration_policy', 'rules', 'source', 'sql_paths', 'static_case_evidence']"
