artifact_id,source_repo_path,relative_path,file_type,size_bytes,modified_time_if_available,category,common_core_related,pool_or_case_scope,method_or_route_if_inferable,denominator_scope_if_inferable,paper_facing_candidate,public_hygiene_risk,sensitive_risk,recommended_public_action,notes
legacy_report_artifact_00676,legacy:reports/evaluation/common_core_v0/r_bot_formal_substrate_freeze_01/run_manual_r_bot_formal_zip_text_manifest.py,reports/evaluation/common_core_v0/r_bot_formal_substrate_freeze_01/run_manual_r_bot_formal_zip_text_manifest.py,py,13230,2026-05-13T23:38:41,scratch_or_dev_output,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,true,false,exclude_from_public_release,risk_patterns=<TMP_PATH_PATTERN>; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00677,legacy:reports/evaluation/common_core_v0/r_bot_formal_substrate_freeze_01/substrate_freeze_matrix.csv,reports/evaluation/common_core_v0/r_bot_formal_substrate_freeze_01/substrate_freeze_matrix.csv,csv,5332,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,true,true,defer_manual_review,risk_patterns=<TMP_PATH_PATTERN>;prompt;token; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00678,legacy:reports/evaluation/common_core_v0/r_bot_formal_substrate_freeze_01/substrate_freeze_plan.md,reports/evaluation/common_core_v0/r_bot_formal_substrate_freeze_01/substrate_freeze_plan.md,md,7126,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,true,true,defer_manual_review,risk_patterns=<TMP_PATH_PATTERN>;prompt;token; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00679,legacy:reports/evaluation/common_core_v0/r_bot_mysql_spark_canary_result_card_v1.csv,reports/evaluation/common_core_v0/r_bot_mysql_spark_canary_result_card_v1.csv,csv,1125,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00680,legacy:reports/evaluation/common_core_v0/r_bot_mysql_spark_canary_result_card_v1.md,reports/evaluation/common_core_v0/r_bot_mysql_spark_canary_result_card_v1.md,md,3427,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,true,true,copy_to_results_retained_later,risk_patterns=<LOCAL_PATH_PATTERN>;prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00681,legacy:reports/evaluation/common_core_v0/r_bot_mysql_spark_feasibility_audit_v1.csv,reports/evaluation/common_core_v0/r_bot_mysql_spark_feasibility_audit_v1.csv,csv,1544,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,false,false,defer_manual_review,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00682,legacy:reports/evaluation/common_core_v0/r_bot_mysql_spark_feasibility_audit_v1.md,reports/evaluation/common_core_v0/r_bot_mysql_spark_feasibility_audit_v1.md,md,5019,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,true,true,defer_manual_review,risk_patterns=prompt; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00683,legacy:reports/evaluation/common_core_v0/r_bot_pg15_speedup_summary_v2.csv,reports/evaluation/common_core_v0/r_bot_pg15_speedup_summary_v2.csv,csv,1758,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00684,legacy:reports/evaluation/common_core_v0/r_bot_pg15_speedup_summary_v2.md,reports/evaluation/common_core_v0/r_bot_pg15_speedup_summary_v2.md,md,2887,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,true,false,retain_by_reference_only,risk_patterns=<LOCAL_PATH_PATTERN>; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00685,legacy:reports/evaluation/common_core_v0/r_bot_pg7_speedup_summary_v1.csv,reports/evaluation/common_core_v0/r_bot_pg7_speedup_summary_v1.csv,csv,1462,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00686,legacy:reports/evaluation/common_core_v0/r_bot_pg7_speedup_summary_v1.md,reports/evaluation/common_core_v0/r_bot_pg7_speedup_summary_v1.md,md,1607,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00687,legacy:reports/evaluation/common_core_v0/r_bot_pg_coverage_expansion_plan_v1.md,reports/evaluation/common_core_v0/r_bot_pg_coverage_expansion_plan_v1.md,md,4023,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,false,false,defer_manual_review,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00688,legacy:reports/evaluation/common_core_v0/r_bot_pg_expansion_result_card_v2.csv,reports/evaluation/common_core_v0/r_bot_pg_expansion_result_card_v2.csv,csv,1329,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00689,legacy:reports/evaluation/common_core_v0/r_bot_pg_expansion_result_card_v2.md,reports/evaluation/common_core_v0/r_bot_pg_expansion_result_card_v2.md,md,2263,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,true,false,copy_to_results_retained_later,risk_patterns=<LOCAL_PATH_PATTERN>; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00690,legacy:reports/evaluation/common_core_v0/r_bot_speedup_summary_v1.csv,reports/evaluation/common_core_v0/r_bot_speedup_summary_v1.csv,csv,1726,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00691,legacy:reports/evaluation/common_core_v0/r_bot_speedup_summary_v1.md,reports/evaluation/common_core_v0/r_bot_speedup_summary_v1.md,md,1750,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00692,legacy:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv,reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.csv,csv,4892,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,false,false,defer_manual_review,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00693,legacy:reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.md,reports/evaluation/common_core_v0/r_bot_upstream_runner_alignment_audit_v1.md,md,9990,2026-05-13T23:38:41,unknown_manual_review_required,true,PORT,r_bot;portability,common_core_v0_40_or_related,false,true,false,defer_manual_review,risk_patterns=<TMP_PATH_PATTERN>; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00694,legacy:reports/evaluation/common_core_v0/r_bot_validity_summary_v1.csv,reports/evaluation/common_core_v0/r_bot_validity_summary_v1.csv,csv,1474,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00695,legacy:reports/evaluation/common_core_v0/r_bot_validity_summary_v1.md,reports/evaluation/common_core_v0/r_bot_validity_summary_v1.md,md,2387,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,r_bot;portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00696,legacy:reports/evaluation/common_core_v0/run_event_long.schema.csv,reports/evaluation/common_core_v0/run_event_long.schema.csv,csv,2995,2026-05-13T23:38:41,paper_facing_retained_evidence,true,PORT,portability,common_core_v0_40_or_related,true,false,false,copy_to_results_retained_later,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00697,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/AUTOPILOT_NEXT_ACTION.md,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/AUTOPILOT_NEXT_ACTION.md,md,1077,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00698,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/README.md,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/README.md,md,1321,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00699,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/expected_artifacts.md,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/expected_artifacts.md,md,649,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00700,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/recovery_autopilot_plan.md,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/recovery_autopilot_plan.md,md,1289,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00701,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/recovery_command_matrix.csv,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/recovery_command_matrix.csv,csv,346,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00702,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/run_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/run_event_long.csv,csv,222,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00703,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/run_manual_calcite_hep_120_recovery_autopilot_01.sh,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/run_manual_calcite_hep_120_recovery_autopilot_01.sh,sh,4277,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00704,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_autopilot_01/run_results.json,json,799,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00705,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/README.md,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/README.md,md,2045,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,true,false,retain_by_reference_only,risk_patterns=stdout;stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00706,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/expected_artifacts.md,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/expected_artifacts.md,md,1056,2026-05-13T23:38:41,method_output_retained_reference,true,PORT,calcite_hep;portability,track_a_same_engine_120_or_related,true,true,false,retain_by_reference_only,risk_patterns=stdout;stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00707,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/LONGTAIL_0022/pg/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/LONGTAIL_0022/pg/calcite_hep_recovery_rewrite.sql,sql,524,2026-05-13T23:38:41,method_output_retained_reference,true,LONGTAIL_0022,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00708,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/LONGTAIL_0023/pg/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/LONGTAIL_0023/pg/calcite_hep_recovery_rewrite.sql,sql,1038,2026-05-13T23:38:41,method_output_retained_reference,true,LONGTAIL_0023,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00709,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/LONGTAIL_0024/pg/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/LONGTAIL_0024/pg/calcite_hep_recovery_rewrite.sql,sql,583,2026-05-13T23:38:41,method_output_retained_reference,true,LONGTAIL_0024,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00710,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0008/mysql/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0008/mysql/calcite_hep_recovery_rewrite.sql,sql,714,2026-05-13T23:38:41,method_output_retained_reference,true,PERF_0008,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00711,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0013/mysql/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0013/mysql/calcite_hep_recovery_rewrite.sql,sql,805,2026-05-13T23:38:41,method_output_retained_reference,true,PERF_0013,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00712,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0017/mysql/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0017/mysql/calcite_hep_recovery_rewrite.sql,sql,907,2026-05-13T23:38:41,method_output_retained_reference,true,PERF_0017,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00713,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0019/mysql/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0019/mysql/calcite_hep_recovery_rewrite.sql,sql,394,2026-05-13T23:38:41,method_output_retained_reference,true,PERF_0019,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00714,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0077/spark/calcite_hep_recovery_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/generated/PERF_0077/spark/calcite_hep_recovery_rewrite.sql,sql,695,2026-05-13T23:38:41,method_output_retained_reference,true,PERF_0077,calcite_hep;portability,track_a_same_engine_120_or_related,true,false,false,retain_by_reference_only,legacy results/ path absent in inspected snapshot
legacy_report_artifact_00715,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/generated.stderr.log,log,315,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0022,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00716,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/generated.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0022,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00717,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/source.stderr.log,log,68,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0022,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00718,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0022/pg/source.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0022,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00719,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/generated.stderr.log,log,247,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0023,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00720,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/generated.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0023,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00721,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/source.stderr.log,log,68,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0023,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00722,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0023/pg/source.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0023,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00723,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/generated.stderr.log,log,261,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0024,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00724,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/generated.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0024,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00725,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/source.stderr.log,log,68,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0024,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00726,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/LONGTAIL_0024/pg/source.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,LONGTAIL_0024,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00727,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/generated.stderr.log,log,81,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0008,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00728,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/generated.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0008,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00729,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/source.stderr.log,log,81,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0008,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00730,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0008/mysql/source.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0008,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00731,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/generated.stderr.log,log,81,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0013,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00732,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/generated.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0013,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00733,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/source.stderr.log,log,81,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0013,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00734,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0013/mysql/source.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0013,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00735,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0017/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0017/mysql/generated.stderr.log,log,81,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0017,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stderr; legacy results/ path absent in inspected snapshot
legacy_report_artifact_00736,legacy:reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0017/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_canary_08_01/logs/PERF_0017/mysql/generated.stdout.log,log,0,2026-05-13T23:38:41,raw_log_or_debug_output,true,PERF_0017,calcite_hep;portability,track_a_same_engine_120_or_related,false,true,false,archive_private_or_external,risk_patterns=stdout; legacy results/ path absent in inspected snapshot
