case_id,pool,current_bucket,proposed_bucket,rationale,evidence_completeness,runs_retention_risk,public_hygiene_risk,migration_complexity,human_review_required,future_action,notes
PERF_0104,PERF,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PERF_0105,PERF,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PERF_0106,PERF,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PERF_0107,PERF,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PERF_0108,PERF,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PERF_0109,PERF,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0001,CONS,manual_review_required,manual_review_required,prior audit bucket=manual_review_required; complexity=high; hygiene_risk=false; human review required,incomplete_core_assets,low_no_runs_detected,false,high,true,perform case-level maintainer review before staged/backlog membership assignment,missing_schema;checker;validation;runs
CONS_0002,CONS,manual_review_required,manual_review_required,prior audit bucket=manual_review_required; complexity=high; hygiene_risk=false; human review required,incomplete_core_assets,low_no_runs_detected,false,high,true,perform case-level maintainer review before staged/backlog membership assignment,missing_schema;checker;validation;runs
CONS_0003,CONS,manual_review_required,manual_review_required,prior audit bucket=manual_review_required; complexity=high; hygiene_risk=false; human review required,core_assets_present_runs_gap,low_no_runs_detected,false,high,true,perform case-level maintainer review before staged/backlog membership assignment,missing_runs
CONS_0004,CONS,manual_review_required,manual_review_required,prior audit bucket=manual_review_required; complexity=high; hygiene_risk=false; human review required,core_assets_present_runs_gap,low_no_runs_detected,false,high,true,perform case-level maintainer review before staged/backlog membership assignment,missing_runs
CONS_0006,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0008,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0013,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0014,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0015,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0016,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0017,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0018,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0019,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0020,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0021,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0022,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0023,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0025,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0026,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0027,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0028,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0029,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0030,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0031,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",needs_review,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk
CONS_0032,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0033,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0034,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",needs_review,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk
CONS_0035,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0038,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0039,CONS,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0040,CONS,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0001,PORT,manual_review_required,manual_review_required,prior audit bucket=manual_review_required; complexity=high; hygiene_risk=false; human review required,incomplete_core_assets,low_no_runs_detected,false,high,true,perform case-level maintainer review before staged/backlog membership assignment,missing_schema;checker;validation;runs
PORT_0002,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=low; hygiene_risk=false; closest to future staged membership preview, not official membership",core_assets_present_runs_gap,low_no_runs_detected,false,low,false,include in a future staged_v0 membership preview only after approval; do not migrate now,missing_runs
PORT_0006,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",needs_review,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk
PORT_0007,PORT,orphan_or_unregistered,orphan_or_unregistered,prior audit bucket=orphan_or_unregistered; complexity=high; hygiene_risk=false; human review required; registry reconciliation must precede membership,core_assets_present_runs_gap,low_no_runs_detected,false,high,true,reconcile registry/admission status before any membership preview or migration,missing_runs;legacy_registry | detected_not_in_legacy_registry
PORT_0009,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0010,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0011,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0014,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0015,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0016,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0017,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0018,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0019,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0020,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0021,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0023,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0026,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0027,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0028,PORT,staged_candidate,proposed_staged_v0,"prior audit bucket=staged_candidate; complexity=medium; hygiene_risk=true; closest to future staged membership preview, not official membership",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,include in a future staged_v0 membership preview only after approval; do not migrate now,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0001,LONGTAIL,manual_review_required,manual_review_required,prior audit bucket=manual_review_required; complexity=high; hygiene_risk=false; human review required,incomplete_core_assets,low_no_runs_detected,false,high,true,perform case-level maintainer review before staged/backlog membership assignment,missing_schema;checker;validation;runs
LONGTAIL_0002,LONGTAIL,manual_review_required,manual_review_required,prior audit bucket=manual_review_required; complexity=high; hygiene_risk=false; human review required,core_assets_present_runs_gap,low_no_runs_detected,false,high,true,perform case-level maintainer review before staged/backlog membership assignment,missing_runs
LONGTAIL_0003,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0004,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0005,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0006,LONGTAIL,orphan_or_unregistered,orphan_or_unregistered,prior audit bucket=orphan_or_unregistered; complexity=high; hygiene_risk=true; human review required; registry reconciliation must precede membership,incomplete_core_assets,low_no_runs_detected,true,high,true,reconcile registry/admission status before any membership preview or migration,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker;runs;legacy_registry | detected_not_in_legacy_registry
LONGTAIL_0007,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0008,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0009,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0010,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0014,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0015,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0016,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0017,LONGTAIL,orphan_or_unregistered,orphan_or_unregistered,prior audit bucket=orphan_or_unregistered; complexity=high; hygiene_risk=true; human review required; registry reconciliation must precede membership,incomplete_core_assets,low_no_runs_detected,true,high,true,reconcile registry/admission status before any membership preview or migration,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker;runs;legacy_registry | detected_not_in_legacy_registry
LONGTAIL_0018,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0019,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0020,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0021,LONGTAIL,backlog_candidate,proposed_backlog_v0,"prior audit bucket=backlog_candidate; complexity=medium; hygiene_risk=true; suitable for governed backlog, not v0 denominator",incomplete_core_assets,high_runs_with_local_path_and_log_debug_risk,true,medium,false,keep as governed backlog candidate; require evidence index before migration planning,local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
