case_id,pool,legacy_path,current_wave004_bucket,primary_blocker,secondary_blockers,source_positive_status,checker_status,schema_status,evidence_status,hygiene_status,orphan_or_registry_status,can_policy_unlock,recommended_after_resolution_bucket,required_policy_or_manual_action,notes
CONS_0021,CONS,cases/CONS/CONS_0021,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0022,CONS,cases/CONS/CONS_0022,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0023,CONS,cases/CONS/CONS_0023,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0025,CONS,cases/CONS/CONS_0025,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0026,CONS,cases/CONS/CONS_0026,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0027,CONS,cases/CONS/CONS_0027,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0028,CONS,cases/CONS/CONS_0028,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0029,CONS,cases/CONS/CONS_0029,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0030,CONS,cases/CONS/CONS_0030,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0032,CONS,cases/CONS/CONS_0032,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0033,CONS,cases/CONS/CONS_0033,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0035,CONS,cases/CONS/CONS_0035,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0038,CONS,cases/CONS/CONS_0038,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0039,CONS,cases/CONS/CONS_0039,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
CONS_0040,CONS,cases/CONS/CONS_0040,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0001,PORT,cases/PORT/PORT_0001,wave_004_manual_review_required,schema_or_load_gap,missing_checker;schema_or_load_gap;validation_asset_gap;legacy_runs_mapping_unclear;must_remain_manual_review,present_or_not_flagged_in_preview,checker_or_hard_negative_review_required,missing_or_partial_schema,legacy_runs_mapping_unclear_or_missing,no_preview_hygiene_blocker_flagged,registered_or_not_flagged_in_preview,false,wave_004_manual_review_required,manual review of checker/schema/load package core before migration eligibility,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0007,PORT,cases/PORT/PORT_0007,orphan_or_unregistered_review,orphan_unregistered_needs_registry_reconciliation,legacy_runs_mapping_unclear;orphan_unregistered_needs_registry_reconciliation,present_or_not_flagged_in_preview,present_or_not_flagged_in_preview,present_or_not_flagged_in_preview,legacy_runs_mapping_unclear_or_missing,no_preview_hygiene_blocker_flagged,requires_registry_reconciliation_preview,false,orphan_or_unregistered_review,run separate registry reconciliation preview before package standardization,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0009,PORT,cases/PORT/PORT_0009,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0010,PORT,cases/PORT/PORT_0010,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0011,PORT,cases/PORT/PORT_0011,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0014,PORT,cases/PORT/PORT_0014,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0015,PORT,cases/PORT/PORT_0015,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0016,PORT,cases/PORT/PORT_0016,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0017,PORT,cases/PORT/PORT_0017,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0018,PORT,cases/PORT/PORT_0018,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0019,PORT,cases/PORT/PORT_0019,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0020,PORT,cases/PORT/PORT_0020,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0021,PORT,cases/PORT/PORT_0021,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0023,PORT,cases/PORT/PORT_0023,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0026,PORT,cases/PORT/PORT_0026,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0027,PORT,cases/PORT/PORT_0027,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
PORT_0028,PORT,cases/PORT/PORT_0028,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0001,LONGTAIL,cases/LONGTAIL/LONGTAIL_0001,wave_004_manual_review_required,schema_or_load_gap,missing_checker;schema_or_load_gap;validation_asset_gap;legacy_runs_mapping_unclear;must_remain_manual_review,present_or_not_flagged_in_preview,checker_or_hard_negative_review_required,missing_or_partial_schema,legacy_runs_mapping_unclear_or_missing,no_preview_hygiene_blocker_flagged,registered_or_not_flagged_in_preview,false,wave_004_manual_review_required,manual review of checker/schema/load package core before migration eligibility,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0002,LONGTAIL,cases/LONGTAIL/LONGTAIL_0002,wave_004_manual_review_required,hard_negative_needs_manual_approval,legacy_runs_mapping_unclear;must_remain_manual_review,present_or_not_flagged_in_preview,present_but_manual_review_required,present_or_not_flagged_in_preview,legacy_runs_mapping_unclear_or_missing,no_preview_hygiene_blocker_flagged,registered_or_not_flagged_in_preview,false,wave_004_manual_review_required,human review of hard-negative/checker semantics and evidence-retention handling before migration eligibility,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0003,LONGTAIL,cases/LONGTAIL/LONGTAIL_0003,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0004,LONGTAIL,cases/LONGTAIL/LONGTAIL_0004,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0005,LONGTAIL,cases/LONGTAIL/LONGTAIL_0005,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0006,LONGTAIL,cases/LONGTAIL/LONGTAIL_0006,orphan_or_unregistered_review,orphan_unregistered_needs_registry_reconciliation,missing_checker;legacy_runs_mapping_unclear;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;orphan_unregistered_needs_registry_reconciliation,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,legacy_runs_mapping_unclear_or_missing;raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,requires_registry_reconciliation_preview,false,orphan_or_unregistered_review,run separate registry reconciliation preview before package standardization,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0007,LONGTAIL,cases/LONGTAIL/LONGTAIL_0007,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0008,LONGTAIL,cases/LONGTAIL/LONGTAIL_0008,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0009,LONGTAIL,cases/LONGTAIL/LONGTAIL_0009,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0010,LONGTAIL,cases/LONGTAIL/LONGTAIL_0010,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0014,LONGTAIL,cases/LONGTAIL/LONGTAIL_0014,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0015,LONGTAIL,cases/LONGTAIL/LONGTAIL_0015,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0016,LONGTAIL,cases/LONGTAIL/LONGTAIL_0016,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0017,LONGTAIL,cases/LONGTAIL/LONGTAIL_0017,orphan_or_unregistered_review,orphan_unregistered_needs_registry_reconciliation,missing_checker;legacy_runs_mapping_unclear;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;orphan_unregistered_needs_registry_reconciliation,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,legacy_runs_mapping_unclear_or_missing;raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,requires_registry_reconciliation_preview,false,orphan_or_unregistered_review,run separate registry reconciliation preview before package standardization,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
LONGTAIL_0018,LONGTAIL,cases/LONGTAIL/LONGTAIL_0018,wave_004_backlog_defer,missing_checker,missing_checker;local_path_or_public_hygiene_risk;evidence_only_raw_log_or_trace;must_remain_backlog,present_or_not_flagged_in_preview,missing_checker,present_or_not_flagged_in_preview,raw_log_trace_must_be_excluded,local_path_archive_map_or_sanitize_required;raw_log_debug_trace_forbidden,registered_or_not_flagged_in_preview,false,wave_004_backlog_defer,restore_or_authorize checker package assets before package migration; do not relax checker minimum in this packet,"No case migration authorized; denominator, case_sets, reports/results, paper results, metrics, and raw legacy evidence remain unchanged."
