case_id,field,present,value_status,recovery_source,notes
CONS_0011,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0011,status,true,present,branch_history_or_current_manifest,
CONS_0011,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0011,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0012,case_id,true,present,branch_history_or_current_manifest,
CONS_0012,pool,true,present,branch_history_or_current_manifest,
CONS_0012,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0012,package_path,true,present,branch_history_or_current_manifest,
CONS_0012,source_family,true,present,branch_history_or_current_manifest,
CONS_0012,source_workload,true,present,branch_history_or_current_manifest,
CONS_0012,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0012,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0012,source_path,true,present,branch_history_or_current_manifest,
CONS_0012,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0012,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0012,sql,true,present,branch_history_or_current_manifest,
CONS_0012,schema,true,present,branch_history_or_current_manifest,
CONS_0012,witness,true,present,branch_history_or_current_manifest,
CONS_0012,checker,true,present,branch_history_or_current_manifest,
CONS_0012,validation,true,present,branch_history_or_current_manifest,
CONS_0012,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0012,status,true,present,branch_history_or_current_manifest,
CONS_0012,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0012,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0024,case_id,true,present,branch_history_or_current_manifest,
CONS_0024,pool,true,present,branch_history_or_current_manifest,
CONS_0024,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0024,package_path,true,present,branch_history_or_current_manifest,
CONS_0024,source_family,true,present,branch_history_or_current_manifest,
CONS_0024,source_workload,true,present,branch_history_or_current_manifest,
CONS_0024,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0024,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0024,source_path,true,present,branch_history_or_current_manifest,
CONS_0024,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0024,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0024,sql,true,present,branch_history_or_current_manifest,
CONS_0024,schema,true,present,branch_history_or_current_manifest,
CONS_0024,witness,true,present,branch_history_or_current_manifest,
CONS_0024,checker,true,present,branch_history_or_current_manifest,
CONS_0024,validation,true,present,branch_history_or_current_manifest,
CONS_0024,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0024,status,true,present,branch_history_or_current_manifest,
CONS_0024,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0024,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0036,case_id,true,present,branch_history_or_current_manifest,
CONS_0036,pool,true,present,branch_history_or_current_manifest,
CONS_0036,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0036,package_path,true,present,branch_history_or_current_manifest,
CONS_0036,source_family,true,present,branch_history_or_current_manifest,
CONS_0036,source_workload,true,present,branch_history_or_current_manifest,
CONS_0036,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0036,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0036,source_path,true,present,branch_history_or_current_manifest,
CONS_0036,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0036,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0036,sql,true,present,branch_history_or_current_manifest,
CONS_0036,schema,true,present,branch_history_or_current_manifest,
CONS_0036,witness,true,present,branch_history_or_current_manifest,
CONS_0036,checker,true,present,branch_history_or_current_manifest,
CONS_0036,validation,true,present,branch_history_or_current_manifest,
CONS_0036,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0036,status,true,present,branch_history_or_current_manifest,
CONS_0036,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0036,artifact_warning,true,present,branch_history_or_current_manifest,
CONS_0037,case_id,true,present,branch_history_or_current_manifest,
CONS_0037,pool,true,present,branch_history_or_current_manifest,
CONS_0037,primary_pool,true,present,branch_history_or_current_manifest,
CONS_0037,package_path,true,present,branch_history_or_current_manifest,
CONS_0037,source_family,true,present,branch_history_or_current_manifest,
CONS_0037,source_workload,true,present,branch_history_or_current_manifest,
CONS_0037,based_benchmark,true,present,branch_history_or_current_manifest,
CONS_0037,source_query_identity,true,present,branch_history_or_current_manifest,
CONS_0037,source_path,true,present,branch_history_or_current_manifest,
CONS_0037,draft_origin,true,present,branch_history_or_current_manifest,
CONS_0037,taxonomy,true,present,branch_history_or_current_manifest,
CONS_0037,sql,true,present,branch_history_or_current_manifest,
CONS_0037,schema,true,present,branch_history_or_current_manifest,
CONS_0037,witness,true,present,branch_history_or_current_manifest,
CONS_0037,checker,true,present,branch_history_or_current_manifest,
CONS_0037,validation,true,present,branch_history_or_current_manifest,
CONS_0037,evidence_policy,true,present,branch_history_or_current_manifest,
CONS_0037,status,true,present,branch_history_or_current_manifest,
CONS_0037,known_caveats,true,present,branch_history_or_current_manifest,
CONS_0037,artifact_warning,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,case_id,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,primary_pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,package_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,source_family,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,source_workload,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,based_benchmark,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,source_query_identity,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,source_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,draft_origin,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,taxonomy,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,sql,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,schema,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,witness,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,checker,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,validation,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,evidence_policy,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,status,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,known_caveats,true,present,branch_history_or_current_manifest,
LONGTAIL_0012,artifact_warning,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,case_id,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,primary_pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,package_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,source_family,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,source_workload,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,based_benchmark,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,source_query_identity,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,source_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,draft_origin,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,taxonomy,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,sql,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,schema,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,witness,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,checker,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,validation,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,evidence_policy,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,status,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,known_caveats,true,present,branch_history_or_current_manifest,
LONGTAIL_0013,artifact_warning,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,case_id,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,primary_pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,package_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,source_family,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,source_workload,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,based_benchmark,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,source_query_identity,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,source_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,draft_origin,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,taxonomy,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,sql,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,schema,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,witness,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,checker,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,validation,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,evidence_policy,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,status,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,known_caveats,true,present,branch_history_or_current_manifest,
LONGTAIL_0022,artifact_warning,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,case_id,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,primary_pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,package_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,source_family,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,source_workload,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,based_benchmark,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,source_query_identity,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,source_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,draft_origin,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,taxonomy,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,sql,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,schema,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,witness,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,checker,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,validation,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,evidence_policy,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,status,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,known_caveats,true,present,branch_history_or_current_manifest,
LONGTAIL_0023,artifact_warning,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,case_id,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,primary_pool,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,package_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,source_family,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,source_workload,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,based_benchmark,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,source_query_identity,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,source_path,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,draft_origin,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,taxonomy,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,sql,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,schema,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,witness,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,checker,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,validation,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,evidence_policy,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,status,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,known_caveats,true,present,branch_history_or_current_manifest,
LONGTAIL_0024,artifact_warning,true,present,branch_history_or_current_manifest,
