case_id,pool,candidate_class,method_id,route_id,provider_label,model_label,base_url_host,live_enabled_flag,live_enabled_env,api_key_env_present,api_key_env_used,call_timestamp_utc,prompt_template_id,annotation_schema_version,prompt_sha256,source_sql_sha256,candidate_sql_sha256,success,status,prompt_tokens,completion_tokens,total_tokens,error,notes
CONS_0012,CONS,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:00:32.232044+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,96c63f80677c96f882fc86ca2a278021ff1965ef469380eec4d706caa648176e,c0808116a402e85af71bd2812818e68b4b8e47422806a537a1f636d00f9f16b7,c0808116a402e85af71bd2812818e68b4b8e47422806a537a1f636d00f9f16b7,true,annotation_received,1336,387,1723,,safe metadata only; raw prompt/response not stored
CONS_0024,CONS,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:00:41.500131+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,0f8dca3871d9373226dc9eb9e25e38e73409c9b06d06a004489aa5fb04a7f645,ebbf16b71ff32d3789ee056631ff035375744192381265de1767a529ba166132,190831e4a328f46ea3346e77fb20127c31f7907a25f24df4869c256d41454b2f,true,annotation_received,1329,407,1736,,safe metadata only; raw prompt/response not stored
CONS_0024,CONS,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:00:51.362502+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,909639a71ed429f3c3bc18718d2f33d469ec5c55f8a4db7f2baed243c04cbcc3,ebbf16b71ff32d3789ee056631ff035375744192381265de1767a529ba166132,ebbf16b71ff32d3789ee056631ff035375744192381265de1767a529ba166132,true,annotation_received,1407,512,1919,,safe metadata only; raw prompt/response not stored
CONS_0036,CONS,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:01:02.658837+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,2e31a968dd7715b8267265dcc47b323814ebd058b54cb3db8aeb0ba898090bef,b97474505e3930f8ba5c93a9dff5afb9833e5496e637d2adca05246f728df683,bf8413eda3b9ce9184797c6eba4cfafbbed26648ad4945bfe5823e6b78bb6447,true,annotation_received,1247,438,1685,,safe metadata only; raw prompt/response not stored
CONS_0036,CONS,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:01:12.790682+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,a16f9315d73217fb6393d26a97a907374cd545a5c9edcdf98a9239227436a8e3,b97474505e3930f8ba5c93a9dff5afb9833e5496e637d2adca05246f728df683,b97474505e3930f8ba5c93a9dff5afb9833e5496e637d2adca05246f728df683,true,annotation_received,1245,383,1628,,safe metadata only; raw prompt/response not stored
CONS_0037,CONS,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:01:22.291861+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,50fc46ac0d4d26b5df7a4e50754a3b8cec513e9cda8935c49378affb11891a90,a54f58daf9f9f32a4bf1b3be9ad5d7674fe79955036f748ff6eddf7aa498123b,a655a28cd1cd2dee37ed8dff49ddb756925355f42c50843c00dcd93fb52de9a9,true,annotation_received,1327,475,1802,,safe metadata only; raw prompt/response not stored
CONS_0037,CONS,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:01:32.844221+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,af4df35311b6fd4358b7cdcf99576b8cca50b277dd423848f0ade801cebfec40,a54f58daf9f9f32a4bf1b3be9ad5d7674fe79955036f748ff6eddf7aa498123b,a54f58daf9f9f32a4bf1b3be9ad5d7674fe79955036f748ff6eddf7aa498123b,true,annotation_received,1321,408,1729,,safe metadata only; raw prompt/response not stored
PORT_0003,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:01:43.790162+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,6994cb055034f150f7254b72c3345a60dc2d04e36527eb32dae067cd20e9e9b0,2537261ae47aca73b32159c61d2f914f2812ab79c12b29fa2ca166ad0dd2861f,709f76cbb016e2f08a47446bcdc6b346bfa033d487814023a09f8c164a15e391,true,annotation_received,1457,532,1989,,safe metadata only; raw prompt/response not stored
PORT_0003,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:01:56.820055+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,c36f0caf3f18353c5ffd5f9430bcaf0abcac18272eda76d4180f252be586cfec,2537261ae47aca73b32159c61d2f914f2812ab79c12b29fa2ca166ad0dd2861f,2537261ae47aca73b32159c61d2f914f2812ab79c12b29fa2ca166ad0dd2861f,false,annotation_failed,,,,The read operation timed out,failure captured without raw prompt/response
PORT_0004,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:02:57.082160+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,3b25e4198c3dc56fa6d2abe148ba8cac69bfc149be821ca0c3ae48a902556ed6,8eaee79c200631c489eda66c6aee80fe8b12cb249ba349281302940c7a62151f,e7bdc52644b7f8ef9462576e828ca97514ba88763bae5522a1c3af88a7f01442,true,annotation_received,1679,596,2275,,safe metadata only; raw prompt/response not stored
PORT_0004,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:03:11.481759+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,7d8339c07e92cedcbca2df941627481d0ff5bc3fdc5cbf38989d09b0c8121b5d,8eaee79c200631c489eda66c6aee80fe8b12cb249ba349281302940c7a62151f,8eaee79c200631c489eda66c6aee80fe8b12cb249ba349281302940c7a62151f,true,annotation_received,1686,598,2284,,safe metadata only; raw prompt/response not stored
PORT_0005,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:03:24.708089+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,6edbc1df9b74fbf5a4121580b6307e38f07abe3a8df0e00c0732a071943ea09b,cc1a134dcca992ad700f810329a0d797fa2028d23dc6c32c7c53608b72112c6a,368b22f7e7935834a1eefe969057f9ab24782fd59ca6d254e445f99fa7bfd495,true,annotation_received,1470,547,2017,,safe metadata only; raw prompt/response not stored
PORT_0005,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:03:37.706087+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,bac6e4c0494de885ddaf4dc73aac452f6be59684271b8b40ac304af8d7990ef8,cc1a134dcca992ad700f810329a0d797fa2028d23dc6c32c7c53608b72112c6a,cc1a134dcca992ad700f810329a0d797fa2028d23dc6c32c7c53608b72112c6a,true,annotation_received,1473,527,2000,,safe metadata only; raw prompt/response not stored
PORT_0008,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:03:49.327803+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,5545b2fe8728f2e86e95b541fbeb35431f5c30acfebe5406e125933d0a1a7311,338cf9bd10d592102ca3b7a17fa725dd70b895d55f5a7dd7f59cc623d876aaf2,e77129164e56a6894f190cd21e5bba1c5be7ec0d805ddbf03cb64d5f4e4d6feb,true,annotation_received,1641,680,2321,,safe metadata only; raw prompt/response not stored
PORT_0008,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:04:04.012404+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,57de4ef00e551cca99655961a772a3bbb4f44a342578dc1caf8ca0cf28e8cce5,338cf9bd10d592102ca3b7a17fa725dd70b895d55f5a7dd7f59cc623d876aaf2,338cf9bd10d592102ca3b7a17fa725dd70b895d55f5a7dd7f59cc623d876aaf2,true,annotation_received,1679,522,2201,,safe metadata only; raw prompt/response not stored
PORT_0012,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:04:15.673254+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,e7593df3c1ebc1c9aa00a5206543128009dc92b0c7790c5ccf84715193f4f7d6,6c2f1fc97fccfc98cb0d649e63ef96f1a6fa8c48153a3c5982f0b681a132fdfc,7b38cd11a19f617e9b9f8fd2ac633cc6391f08ffca241830b069f9d76b4dd7fe,true,annotation_received,1463,554,2017,,safe metadata only; raw prompt/response not stored
PORT_0012,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:04:27.902851+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,88a6d77aa10cd6d05a18429bcf071b77994559f00a89fa65f0682dfb7e504a29,6c2f1fc97fccfc98cb0d649e63ef96f1a6fa8c48153a3c5982f0b681a132fdfc,6c2f1fc97fccfc98cb0d649e63ef96f1a6fa8c48153a3c5982f0b681a132fdfc,true,annotation_received,1489,579,2068,,safe metadata only; raw prompt/response not stored
PORT_0013,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:04:41.099700+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,f9e3941a4e25703932303ddb8a843cb7b35c528592d565509e7a9980e0fcf85b,05e5a1bb489c4913f5153c04b709b4d869738b50dd364e0e113a1f332065e666,ae3492fb48e1b844c0f9493ca5d8d26ce44f9cd0727b3f28c3282b7b1cfa8918,true,annotation_received,1497,599,2096,,safe metadata only; raw prompt/response not stored
PORT_0013,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:04:54.173656+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,6b5a57f93c3dc76c21f19394addbd42de75571d65805123c3980d2286a35276f,05e5a1bb489c4913f5153c04b709b4d869738b50dd364e0e113a1f332065e666,05e5a1bb489c4913f5153c04b709b4d869738b50dd364e0e113a1f332065e666,true,annotation_received,1517,549,2066,,safe metadata only; raw prompt/response not stored
PORT_0022,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:05:06.795416+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,5108f96dc3c0caf07bc27bb34700f0749d5b0a0d47023e1f17749d7219b2f162,c2bfad6e238e73027a41a0ef7df09c11324c3d4de6ca631a2cf92049163f967f,8d5e4574df4eecb120613e61beb1f485efbec82b61e84311e3e6888173d636d2,true,annotation_received,1494,538,2032,,safe metadata only; raw prompt/response not stored
PORT_0022,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:05:19.020594+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,bda229b46704c4856bbc167f93e397bbf09707a342d078476958891efc0bc49c,c2bfad6e238e73027a41a0ef7df09c11324c3d4de6ca631a2cf92049163f967f,c2bfad6e238e73027a41a0ef7df09c11324c3d4de6ca631a2cf92049163f967f,true,annotation_received,1528,520,2048,,safe metadata only; raw prompt/response not stored
PORT_0024,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:05:31.195557+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,3f3b777f9c361db78a5e12f4fc03f006a196cf931c4ef87f3bdf6b9655894ff8,f3d118fe405944ef044a57ee3cf1834c75a63ffc76cbe15f7640db66726d242f,29547e6dfc529eac771cabe7c0da63faa0d65dda933867002b93e6e7bbf5952a,false,annotation_failed,,,,The read operation timed out,failure captured without raw prompt/response
PORT_0024,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:06:31.434919+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,709e02966bd8129a2aa46319ba4e01658fdb78aa44c5182c24151fec264d12c1,f3d118fe405944ef044a57ee3cf1834c75a63ffc76cbe15f7640db66726d242f,f3d118fe405944ef044a57ee3cf1834c75a63ffc76cbe15f7640db66726d242f,true,annotation_received,1316,448,1764,,safe metadata only; raw prompt/response not stored
PORT_0025,PORT,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:06:43.107530+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,de80e94572ec59cc8818894d5563494e5ae7cae3dfe06204b007125050bf27e3,c16914d327c777e614b91cc1196ee05b25b8ee90fb99b3cdbc04002ebb8f6efd,2690d85ef8513e73cebbb0a3c0aa484a22a0adc77459c4c5fc7e02129d7261b4,true,annotation_received,1481,515,1996,,safe metadata only; raw prompt/response not stored
PORT_0025,PORT,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:06:56.173085+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,6d5192bbe1557b5ba81faa66e42657f0ab6529cefadb383e2dd5df1547d5887e,c16914d327c777e614b91cc1196ee05b25b8ee90fb99b3cdbc04002ebb8f6efd,c16914d327c777e614b91cc1196ee05b25b8ee90fb99b3cdbc04002ebb8f6efd,true,annotation_received,1518,594,2112,,safe metadata only; raw prompt/response not stored
LONGTAIL_0011,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:07:09.390519+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,22004fdc7230cf249d68c50b6033bd753e992ffb9dbb3e512105083e3eae04b1,dc674b49bd030f320141fe221ee3a9e7bd4791a47049f757ec9c72ad62d37928,c7ee2f85895548ac4849e8598a9ba37be717e2e237c47bce883afaadd5398592,true,annotation_received,1919,730,2649,,safe metadata only; raw prompt/response not stored
LONGTAIL_0011,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:07:27.318885+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,30f58c76788c4684fcf57198a8cf0716fa0f5057250409a992c09e0b57ba199f,dc674b49bd030f320141fe221ee3a9e7bd4791a47049f757ec9c72ad62d37928,dc674b49bd030f320141fe221ee3a9e7bd4791a47049f757ec9c72ad62d37928,true,annotation_received,1994,683,2677,,safe metadata only; raw prompt/response not stored
LONGTAIL_0012,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:07:44.495769+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,9e60a1a6338b0e4747d8ebbcddf7778a6d25b51fa058aebb5b5fc3e677cb116a,fee7b11be08a3461f07797bcee5e404d7deb2ff0e42acb44e7fc5bed35cf4de1,90f389cf3a0597d6b555279ba18173f2aa1600147469eb6a743059b96222cf89,true,annotation_received,2626,1076,3702,,safe metadata only; raw prompt/response not stored
LONGTAIL_0012,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:08:06.114518+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,f8e42d29148513198917c4a795c0ddc65438002b167a9cbffbbeb7201f58fa24,fee7b11be08a3461f07797bcee5e404d7deb2ff0e42acb44e7fc5bed35cf4de1,fee7b11be08a3461f07797bcee5e404d7deb2ff0e42acb44e7fc5bed35cf4de1,true,annotation_received,2578,818,3396,,safe metadata only; raw prompt/response not stored
LONGTAIL_0013,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:08:22.798278+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,eab7dc935ec510a12c48f70b733fcb7603dff528ff3f0667dec78fb02f4d987b,188f7da6e1c11b08a4d846a0e85cbb1a0115607f0859ff83e8aae2a13b3a9cd9,bffbd049c89b0314bd4a32ef733cb526e747aae8d284d77c5227f0af6a8cf93d,true,annotation_received,2913,917,3830,,safe metadata only; raw prompt/response not stored
LONGTAIL_0013,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:08:45.765858+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,53ee0bd5929629e9581022cfec204c3f896c1882e47556d5aa32ce8b7e3cad7f,188f7da6e1c11b08a4d846a0e85cbb1a0115607f0859ff83e8aae2a13b3a9cd9,188f7da6e1c11b08a4d846a0e85cbb1a0115607f0859ff83e8aae2a13b3a9cd9,true,annotation_received,2952,751,3703,,safe metadata only; raw prompt/response not stored
LONGTAIL_0022,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:09:01.586490+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,dadb7008f8f012d06de04407f3738d759ddbb35f911ca2c1efa968ebffdcfb0e,c5558cfdf705ef3fd0bf2e69afbaa1a38192f37b7563a1ae145a41de3d9fba50,a3ab879cc39f45762d62f3f131e01233362e2d0c0bc92691dfe3d37c01964d54,true,annotation_received,1837,749,2586,,safe metadata only; raw prompt/response not stored
LONGTAIL_0022,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:09:17.110308+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,22d0b57efdd6128f239fc12d7f6e03af32e16afdf18694b5b3fceb2b5681799f,c5558cfdf705ef3fd0bf2e69afbaa1a38192f37b7563a1ae145a41de3d9fba50,c5558cfdf705ef3fd0bf2e69afbaa1a38192f37b7563a1ae145a41de3d9fba50,true,annotation_received,1843,699,2542,,safe metadata only; raw prompt/response not stored
LONGTAIL_0023,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:09:31.643757+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,c280dc9a0d93f6e366cddb7c8420eae75cea2e53da03c71a323f46c746771eb8,758d318d64074b7bad77fdb1bc5418f9a87058603922d710161549eb43ebe926,fcfc8579b73a34615c73161d9567ae9e1e647cbee85b2e642a8927d1eadcd270,true,annotation_received,2065,1062,3127,,safe metadata only; raw prompt/response not stored
LONGTAIL_0023,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:09:52.647663+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,d760fe9cace7a814ef924663de12d61d3b1d4f40cf5bfabf8f2350bd3cd645a9,758d318d64074b7bad77fdb1bc5418f9a87058603922d710161549eb43ebe926,758d318d64074b7bad77fdb1bc5418f9a87058603922d710161549eb43ebe926,true,annotation_received,2070,715,2785,,safe metadata only; raw prompt/response not stored
LONGTAIL_0024,LONGTAIL,positive_control,human_positive_control,pocr_positive_control_full40_calibration,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:10:07.233251+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,95df7c0ab9773e0cf17b430dfe258e40d1cbfc156c420ff36ee392b207eba35e,9d46fb0a71730e776594aa7c8d40cf359572fc7ceb6edc6572c0a2431b390c53,b4610f59221e8d63e3fb3464723aaae07f205e337d244dc7c5ea7837974e77a8,true,annotation_received,1919,845,2764,,safe metadata only; raw prompt/response not stored
LONGTAIL_0024,LONGTAIL,noop_control,sqlglot_noop,common_core_pg_noop_db_checker,openai_compatible,gpt-5.4,api.gptsapi.net,true,true,true,SQLRB_LLM_API_KEY,2026-05-25T15:10:24.950658+00:00,pocr_stage_a_annotation_prompt_v2_transformation_aware,pocr_candidate_annotation_v1,867c301fae7da2fc288d6604a9f82a77b22fd136a6c9514c4f54ebcfe9817be4,9d46fb0a71730e776594aa7c8d40cf359572fc7ceb6edc6572c0a2431b390c53,9d46fb0a71730e776594aa7c8d40cf359572fc7ceb6edc6572c0a2431b390c53,true,annotation_received,1922,704,2626,,safe metadata only; raw prompt/response not stored
